word	POS	label	negative	neutral	positive
N-samples	common.nouns	neutral	0	0.998	0.002
N-sandals	common.nouns	neutral	0	0.998	0.002
N-sandwich	common.nouns	neutral	0	0.998	0.002
N-sandwiches	common.nouns	neutral	0.002	0.998	0
N-sats	common.nouns	negative	0.999	0.001	0
N-saturday	common.nouns	neutral	0.002	0.998	0
N-sausage	common.nouns	neutral	0.001	0.998	0.001
N-sausages	common.nouns	neutral	0	0.998	0.002
N-say	common.nouns	neutral	0	0.998	0.002
N-scenes	common.nouns	neutral	0	0.998	0.002
N-schedule	common.nouns	neutral	0.002	0.998	0
N-school	common.nouns	neutral	0.002	0.998	0
N-school's	common.nouns	neutral	0.002	0.998	0
N-schools	common.nouns	neutral	0.002	0.998	0
N-schoool	common.nouns	neutral	0.002	0.998	0
N-scooter	common.nouns	neutral	0.002	0.998	0
N-scratch	common.nouns	neutral	0.002	0.998	0
N-screening	common.nouns	neutral	0.002	0.998	0
N-screens	common.nouns	neutral	0.002	0.998	0
N-seafood	common.nouns	neutral	0	0.998	0.002
N-seasons	common.nouns	neutral	0	0.998	0.002
N-seats	common.nouns	neutral	0.002	0.998	0
N-sec	common.nouns	neutral	0	0.998	0.002
N-seconds	common.nouns	neutral	0.002	0.998	0
N-secret	common.nouns	neutral	0	0.998	0.002
N-secrets	common.nouns	neutral	0	0.998	0.002
N-secs	common.nouns	neutral	0.002	0.998	0
N-section	common.nouns	neutral	0	0.998	0.002
N-security	common.nouns	neutral	0.002	0.998	0
N-seeds	common.nouns	neutral	0	0.998	0.002
N-self	common.nouns	neutral	0	0.998	0.002
N-semester	common.nouns	neutral	0.002	0.998	0
N-semi	common.nouns	neutral	0.002	0.998	0
N-seniors	common.nouns	negative	0.999	0.001	0
N-seo	common.nouns	positive	0	0.001	0.999
N-sequel	common.nouns	neutral	0	0.998	0.002
N-series	common.nouns	neutral	0	0.998	0.002
N-server	common.nouns	neutral	0.002	0.998	0
N-servers	common.nouns	neutral	0.002	0.998	0
N-services	common.nouns	neutral	0	0.998	0.002
N-sesh	common.nouns	neutral	0	0.998	0.002
N-sets	common.nouns	neutral	0.002	0.998	0
N-settings	common.nouns	neutral	0	0.998	0.002
N-setup	common.nouns	neutral	0	0.998	0.002
N-sewing	common.nouns	neutral	0.002	0.998	0
N-shadow	common.nouns	neutral	0	0.998	0.002
N-shampoo	common.nouns	negative	0.851	0.149	0
N-sheets	common.nouns	neutral	0	0.998	0.002
N-shifts	common.nouns	neutral	0.002	0.998	0
N-ship	common.nouns	neutral	0.002	0.998	0
N-shirts	common.nouns	neutral	0.001	0.998	0.001
N-shite	common.nouns	negative	0.999	0.001	0
N-shits	common.nouns	neutral	0.002	0.998	0
N-shiz	common.nouns	neutral	0.002	0.998	0
N-shoes	common.nouns	neutral	0	0.998	0.002
N-shoppin	common.nouns	neutral	0	0.998	0.002
N-shops	common.nouns	neutral	0.002	0.998	0
N-shots	common.nouns	neutral	0.002	0.998	0
N-shoulders	common.nouns	neutral	0.002	0.998	0
N-shout	common.nouns	neutral	0	0.998	0.002
N-shoutout	common.nouns	neutral	0	0.998	0.002
N-showers	common.nouns	neutral	0.002	0.998	0
N-shows	common.nouns	neutral	0.002	0.998	0
N-shyt	common.nouns	neutral	0.002	0.998	0
N-siblings	common.nouns	neutral	0.002	0.998	0
N-sidekick	common.nouns	neutral	0.002	0.998	0
N-sides	common.nouns	neutral	0.002	0.998	0
N-signs	common.nouns	neutral	0.002	0.998	0
N-silence	common.nouns	neutral	0.002	0.998	0
N-sim	common.nouns	neutral	0.002	0.998	0
N-sims	common.nouns	neutral	0	0.998	0.002
N-sink	common.nouns	negative	0.999	0.001	0
N-sinuses	common.nouns	negative	0.999	0.001	0
N-sis	common.nouns	neutral	0	0.998	0.002
N-sista	common.nouns	neutral	0	0.998	0.002
N-sister's	common.nouns	neutral	0.002	0.998	0
N-sisters	common.nouns	neutral	0	0.998	0.002
N-sites	common.nouns	neutral	0	0.998	0.002
N-sitter	common.nouns	negative	0.999	0.001	0
N-situations	common.nouns	neutral	0	0.998	0.002
N-sizes	common.nouns	neutral	0.002	0.998	0
N-skies	common.nouns	neutral	0	0.998	0.002
N-skill	common.nouns	neutral	0	0.998	0.002
N-skills	common.nouns	neutral	0	0.998	0.002
N-skittles	common.nouns	neutral	0.002	0.998	0
N-skool	common.nouns	neutral	0.002	0.998	0
N-sleepover	common.nouns	neutral	0	0.998	0.002
N-smoothie	common.nouns	neutral	0	0.998	0.002
N-sms	common.nouns	neutral	0.002	0.998	0
N-snakes	common.nouns	neutral	0.002	0.998	0
N-snl	common.nouns	neutral	0.002	0.998	0
N-sociology	common.nouns	neutral	0.002	0.998	0
N-socks	common.nouns	neutral	0	0.998	0.002
N-soda	common.nouns	neutral	0.002	0.998	0
N-softball	common.nouns	neutral	0.002	0.998	0
N-software	common.nouns	neutral	0	0.998	0.002
N-somebody	common.nouns	neutral	0.002	0.998	0
N-someone	common.nouns	neutral	0.002	0.998	0
N-somethin	common.nouns	neutral	0.001	0.998	0.001
N-something	common.nouns	neutral	0	0.998	0.002
N-somthing	common.nouns	neutral	0.002	0.998	0
N-songs	common.nouns	neutral	0	0.998	0.002
N-sons	common.nouns	neutral	0.002	0.998	0
N-sooon	common.nouns	neutral	0	0.998	0.002
N-sorts	common.nouns	neutral	0	0.998	0.002
N-soul	common.nouns	neutral	0	0.998	0.002
N-sound	common.nouns	neutral	0	0.998	0.002
N-sounds	common.nouns	neutral	0	0.998	0.002
N-soundtrack	common.nouns	neutral	0	0.998	0.002
N-sources	common.nouns	neutral	0.002	0.998	0
N-south	common.nouns	neutral	0	0.998	0.002
N-sox	common.nouns	neutral	0.001	0.998	0.001
N-soy	common.nouns	neutral	0.002	0.998	0
N-sp	common.nouns	neutral	0	0.998	0.002
N-spaces	common.nouns	neutral	0	0.998	0.002
N-spaghetti	common.nouns	neutral	0	0.998	0.002
N-spam	common.nouns	neutral	0.002	0.998	0
N-spammers	common.nouns	neutral	0.002	0.998	0
N-spanish	common.nouns	neutral	0.002	0.998	0
N-spare	common.nouns	neutral	0.002	0.998	0
N-speakers	common.nouns	neutral	0	0.998	0.002
N-spell	common.nouns	neutral	0	0.998	0.002
N-spider	common.nouns	negative	0.999	0.001	0
N-spiders	common.nouns	neutral	0.002	0.998	0
N-spinach	common.nouns	neutral	0	0.998	0.002
N-splash	common.nouns	neutral	0	0.998	0.002
N-spoilers	common.nouns	neutral	0.002	0.998	0
N-spot	common.nouns	neutral	0	0.998	0.002
N-spots	common.nouns	neutral	0.002	0.998	0
N-spring	common.nouns	neutral	0.002	0.998	0
N-springs	common.nouns	neutral	0.002	0.998	0
N-sprinkles	common.nouns	neutral	0	0.998	0.002
N-st	common.nouns	neutral	0.002	0.998	0
N-stadium	common.nouns	neutral	0.002	0.998	0
N-stairs	common.nouns	neutral	0.002	0.998	0
N-stalker	common.nouns	neutral	0.002	0.998	0
N-stand	common.nouns	neutral	0	0.998	0.002
N-standards	common.nouns	neutral	0	0.998	0.002
N-starbucks	common.nouns	neutral	0.002	0.998	0
N-stars	common.nouns	neutral	0	0.998	0.002
N-start	common.nouns	neutral	0	0.998	0.002
N-stat	common.nouns	neutral	0.002	0.998	0
N-states	common.nouns	neutral	0.002	0.998	0
N-stations	common.nouns	negative	0.704	0.296	0
N-statistics	common.nouns	neutral	0.002	0.998	0
N-stats	common.nouns	neutral	0.002	0.998	0
N-steak	common.nouns	neutral	0	0.998	0.002
N-steam	common.nouns	neutral	0.002	0.998	0
N-stereo	common.nouns	neutral	0	0.998	0.002
N-stickam	common.nouns	neutral	0	0.998	0.002
N-sticker	common.nouns	neutral	0	0.998	0.002
N-stickers	common.nouns	neutral	0	0.998	0.002
N-sticks	common.nouns	neutral	0	0.998	0.002
N-stitches	common.nouns	neutral	0.002	0.998	0
N-stomach	common.nouns	negative	0.999	0.001	0
N-stones	common.nouns	neutral	0.002	0.998	0
N-stores	common.nouns	neutral	0.002	0.998	0
N-stories	common.nouns	neutral	0	0.998	0.002
N-storms	common.nouns	neutral	0.002	0.998	0
N-strangers	common.nouns	neutral	0	0.998	0.002
N-strawberries	common.nouns	neutral	0	0.998	0.002
N-strawberry	common.nouns	neutral	0	0.998	0.002
N-streets	common.nouns	neutral	0.002	0.998	0
N-strength	common.nouns	neutral	0.002	0.998	0
N-strings	common.nouns	neutral	0	0.998	0.002
N-students	common.nouns	neutral	0	0.998	0.002
N-studies	common.nouns	neutral	0.002	0.998	0
N-studios	common.nouns	neutral	0	0.998	0.002
N-stuffs	common.nouns	neutral	0	0.998	0.002
N-sub	common.nouns	neutral	0.002	0.998	0
N-subjects	common.nouns	neutral	0.002	0.998	0
N-subs	common.nouns	neutral	0.002	0.998	0
N-subscribers	common.nouns	neutral	0	0.998	0.002
N-sudden	common.nouns	neutral	0.002	0.998	0
N-suit	common.nouns	neutral	0	0.998	0.002
N-suitcase	common.nouns	neutral	0.002	0.998	0
N-suits	common.nouns	neutral	0	0.998	0.002
N-summers	common.nouns	neutral	0.002	0.998	0
N-summertime	common.nouns	neutral	0	0.998	0.002
N-sumthin	common.nouns	neutral	0.002	0.998	0
N-sunbathing	common.nouns	neutral	0	0.998	0.002
N-sunburn	common.nouns	negative	0.999	0.001	0
N-sunday	common.nouns	neutral	0	0.998	0.002
N-sundays	common.nouns	neutral	0.002	0.998	0
N-suns	common.nouns	neutral	0.002	0.998	0
N-sunscreen	common.nouns	neutral	0.002	0.998	0
N-suprise	common.nouns	neutral	0	0.998	0.002
N-surgery	common.nouns	negative	0.999	0.001	0
N-surprise	common.nouns	positive	0	0.001	0.999
N-surprises	common.nouns	neutral	0	0.97	0.03
N-sushi	common.nouns	neutral	0	0.998	0.002
N-sux	common.nouns	negative	0.999	0.001	0
N-sweat	common.nouns	neutral	0.002	0.998	0
N-sweety	common.nouns	neutral	0	0.998	0.002
N-sympathy	common.nouns	neutral	0.002	0.998	0
N-sync	common.nouns	neutral	0.002	0.998	0
N-system	common.nouns	neutral	0.002	0.998	0
N-systems	common.nouns	neutral	0.002	0.998	0
N-sytycd	common.nouns	neutral	0.002	0.998	0
N-t	common.nouns	neutral	0.002	0.998	0
N-t-shirt	common.nouns	neutral	0	0.998	0.002
N-t-shirts	common.nouns	neutral	0	0.998	0.002
N-tab	common.nouns	neutral	0	0.998	0.002
N-tables	common.nouns	neutral	0.002	0.998	0
N-tablets	common.nouns	negative	0.999	0.001	0
N-tabs	common.nouns	neutral	0.002	0.998	0
N-taco	common.nouns	neutral	0	0.998	0.002
N-tacos	common.nouns	neutral	0	0.998	0.002
N-tad	common.nouns	neutral	0.002	0.998	0
N-tags	common.nouns	neutral	0.002	0.998	0
N-take	common.nouns	neutral	0.002	0.998	0
N-takers	common.nouns	neutral	0.002	0.998	0
N-tale	common.nouns	neutral	0	0.998	0.002
N-talking	common.nouns	neutral	0	0.998	0.002
N-talks	common.nouns	neutral	0.002	0.998	0
N-tank	common.nouns	neutral	0.002	0.998	0
N-tanning	common.nouns	neutral	0	0.998	0.002
N-tasks	common.nouns	neutral	0.002	0.998	0
N-tattoos	common.nouns	neutral	0	0.998	0.002
N-taxes	common.nouns	neutral	0.002	0.998	0
N-taxi	common.nouns	neutral	0.002	0.998	0
N-tbh	common.nouns	neutral	0.002	0.998	0
N-teachers	common.nouns	neutral	0.002	0.998	0
N-team	common.nouns	neutral	0	0.998	0.002
N-teams	common.nouns	neutral	0.002	0.998	0
N-tear	common.nouns	negative	0.999	0.001	0
N-tears	common.nouns	negative	0.999	0.001	0
N-tech	common.nouns	neutral	0	0.998	0.002
N-teddy	common.nouns	neutral	0	0.998	0.002
N-tee	common.nouns	neutral	0	0.998	0.002
N-teen	common.nouns	neutral	0	0.998	0.002
N-teenager	common.nouns	neutral	0.002	0.998	0
N-teens	common.nouns	neutral	0	0.998	0.002
N-telly	common.nouns	neutral	0	0.998	0.002
N-temp	common.nouns	neutral	0.002	0.998	0
N-template	common.nouns	neutral	0.002	0.998	0
N-tequila	common.nouns	neutral	0	0.998	0.002
N-terminator	common.nouns	neutral	0	0.998	0.002
N-testing	common.nouns	neutral	0.002	0.998	0
N-tests	common.nouns	neutral	0.002	0.998	0
N-tethering	common.nouns	neutral	0.002	0.998	0
N-texts	common.nouns	negative	0.773	0.227	0
N-th	common.nouns	neutral	0	0.998	0.002
N-thai	common.nouns	neutral	0	0.998	0.002
N-thang	common.nouns	positive	0	0.001	0.999
N-thankies	common.nouns	positive	0	0.001	0.999
N-thanks	common.nouns	positive	0	0.001	0.999
N-thankss	common.nouns	positive	0	0.001	0.999
N-thankyou	common.nouns	positive	0	0.001	0.999
N-thanx	common.nouns	positive	0	0.001	0.999
N-theatre	common.nouns	neutral	0.002	0.998	0
N-themes	common.nouns	neutral	0.002	0.998	0
N-theory	common.nouns	neutral	0	0.998	0.002
N-therapy	common.nouns	neutral	0	0.998	0.002
N-thighs	common.nouns	neutral	0.002	0.998	0
N-thingy	common.nouns	neutral	0.002	0.998	0
N-thnks	common.nouns	neutral	0	0.998	0.002
N-thnx	common.nouns	positive	0	0.001	0.999
N-thousands	common.nouns	neutral	0	0.998	0.002
N-throwdown	common.nouns	neutral	0	0.998	0.002
N-thru	common.nouns	neutral	0.002	0.998	0
N-thumb	common.nouns	negative	0.999	0.001	0
N-thunderstorms	common.nouns	neutral	0.002	0.998	0
N-thurs	common.nouns	neutral	0.002	0.998	0
N-thursday	common.nouns	neutral	0.002	0.998	0
N-thx	common.nouns	positive	0	0.001	0.999
N-tickets	common.nouns	neutral	0.002	0.998	0
N-time	common.nouns	neutral	0	0.998	0.002
N-timeline	common.nouns	neutral	0.002	0.998	0
N-times	common.nouns	neutral	0	0.998	0.002
N-timing	common.nouns	neutral	0.002	0.998	0
N-tips	common.nouns	neutral	0	0.998	0.002
N-tire	common.nouns	negative	0.999	0.001	0
N-tires	common.nouns	negative	0.997	0.003	0
N-tissues	common.nouns	neutral	0.002	0.998	0
N-titles	common.nouns	neutral	0	0.998	0.002
N-tits	common.nouns	neutral	0.002	0.998	0
N-tix	common.nouns	neutral	0.002	0.998	0
N-tmr	common.nouns	neutral	0.002	0.998	0
N-tmrw	common.nouns	neutral	0.002	0.998	0
N-tmw	common.nouns	neutral	0.002	0.998	0
N-tnx	common.nouns	positive	0	0.001	0.999
N-to-do	common.nouns	neutral	0	0.998	0.002
N-todayy	common.nouns	neutral	0	0.998	0.002
N-todayyy	common.nouns	neutral	0	0.998	0.002
N-toddler	common.nouns	neutral	0.002	0.998	0
N-toes	common.nouns	neutral	0	0.998	0.002
N-tofu	common.nouns	neutral	0	0.998	0.002
N-toll	common.nouns	neutral	0.002	0.998	0
N-tomarrow	common.nouns	neutral	0.002	0.998	0
N-tomato	common.nouns	neutral	0.002	0.998	0
N-tomatoes	common.nouns	neutral	0.002	0.998	0
N-tomm	common.nouns	neutral	0.002	0.998	0
N-tommorow	common.nouns	neutral	0.002	0.998	0
N-tommorrow	common.nouns	neutral	0.002	0.998	0
N-tomo	common.nouns	neutral	0.002	0.998	0
N-tomoro	common.nouns	neutral	0.002	0.998	0
N-tomorow	common.nouns	neutral	0.002	0.998	0
N-tomorro	common.nouns	neutral	0.002	0.998	0
N-tomorrow	common.nouns	neutral	0.001	0.998	0.001
N-tomoz	common.nouns	neutral	0.002	0.998	0
N-tonight	common.nouns	neutral	0	0.998	0.002
N-tonite	common.nouns	neutral	0	0.998	0.002
N-tons	common.nouns	neutral	0	0.998	0.002
N-tool	common.nouns	neutral	0	0.998	0.002
N-tools	common.nouns	neutral	0	0.998	0.002
N-topics	common.nouns	neutral	0	0.998	0.002
N-tornado	common.nouns	neutral	0.002	0.998	0
N-tourney	common.nouns	neutral	0.002	0.998	0
N-toys	common.nouns	neutral	0.002	0.998	0
N-track	common.nouns	neutral	0	0.998	0.002
N-tracks	common.nouns	neutral	0	0.998	0.002
N-trade	common.nouns	neutral	0	0.998	0.002
N-trailer	common.nouns	neutral	0	0.998	0.002
N-trainer	common.nouns	neutral	0.002	0.998	0
N-trains	common.nouns	neutral	0.002	0.998	0
N-trampoline	common.nouns	neutral	0	0.998	0.002
N-transformers	common.nouns	neutral	0	0.998	0.002
N-translation	common.nouns	neutral	0	0.998	0.002
N-trap	common.nouns	neutral	0.002	0.998	0
N-travels	common.nouns	neutral	0	0.998	0.002
N-treadmill	common.nouns	neutral	0.002	0.998	0
N-treat	common.nouns	neutral	0	0.998	0.002
N-treats	common.nouns	neutral	0	0.998	0.002
N-trees	common.nouns	neutral	0.002	0.998	0
N-tricks	common.nouns	neutral	0	0.998	0.002
N-trip	common.nouns	neutral	0	0.998	0.002
N-trips	common.nouns	neutral	0.002	0.998	0
N-trivia	common.nouns	neutral	0.002	0.998	0
N-truck	common.nouns	neutral	0.002	0.998	0
N-trucks	common.nouns	neutral	0.002	0.998	0
N-tshirt	common.nouns	neutral	0.001	0.998	0.001
N-tt	common.nouns	neutral	0.002	0.998	0
N-tues	common.nouns	neutral	0.002	0.998	0
N-tuesday	common.nouns	neutral	0.002	0.998	0
N-tummy	common.nouns	negative	0.999	0.001	0
N-tunes	common.nouns	neutral	0	0.998	0.002
N-turkey	common.nouns	neutral	0	0.998	0.002
N-turtle	common.nouns	neutral	0.002	0.998	0
N-tutorial	common.nouns	neutral	0	0.998	0.002
N-tutorials	common.nouns	neutral	0	0.998	0.002
N-tv	common.nouns	neutral	0	0.998	0.002
N-twat	common.nouns	neutral	0.002	0.998	0
N-tweeple	common.nouns	neutral	0	0.998	0.002
N-tweeples	common.nouns	neutral	0	0.998	0.002
N-tweeps	common.nouns	positive	0	0.002	0.998
N-tweet	common.nouns	neutral	0	0.998	0.002
N-tweetdeck	common.nouns	neutral	0.002	0.998	0
N-tweeter	common.nouns	neutral	0	0.998	0.002
N-tweeters	common.nouns	neutral	0	0.998	0.002
N-tweethearts	common.nouns	neutral	0	0.998	0.002
N-tweeties	common.nouns	neutral	0	0.998	0.002
N-tweets	common.nouns	neutral	0	0.998	0.002
N-tweetup	common.nouns	neutral	0	0.998	0.002
N-tweople	common.nouns	neutral	0	0.998	0.002
N-twiggas	common.nouns	neutral	0.002	0.998	0
N-twist	common.nouns	neutral	0	0.998	0.002
N-twit	common.nouns	neutral	0	0.998	0.002
N-twitpic	common.nouns	neutral	0	0.998	0.002
N-twitpics	common.nouns	neutral	0	0.998	0.002
N-twits	common.nouns	neutral	0	0.998	0.002
N-twitter	common.nouns	neutral	0.002	0.998	0
N-twitterbugs	common.nouns	neutral	0	0.998	0.002
N-twitterer	common.nouns	neutral	0	0.998	0.002
N-twitterers	common.nouns	neutral	0	0.998	0.002
N-twitterland	common.nouns	neutral	0	0.998	0.002
N-twitters	common.nouns	neutral	0	0.998	0.002
N-twitterverse	common.nouns	positive	0	0.001	0.999
N-twitterville	common.nouns	neutral	0	0.998	0.002
N-twitterworld	common.nouns	neutral	0	0.998	0.002
N-twitts	common.nouns	neutral	0	0.998	0.002
N-txt	common.nouns	neutral	0.002	0.998	0
N-ty	common.nouns	positive	0	0.001	0.999
N-tylenol	common.nouns	neutral	0.002	0.998	0
N-types	common.nouns	neutral	0	0.998	0.002
N-typo	common.nouns	neutral	0	0.998	0.002
N-ui	common.nouns	neutral	0	0.998	0.002
N-uk	common.nouns	neutral	0.002	0.998	0
N-underwear	common.nouns	neutral	0.002	0.998	0
N-unemployment	common.nouns	neutral	0.002	0.998	0
N-uni	common.nouns	neutral	0.002	0.998	0
N-uniform	common.nouns	neutral	0.002	0.998	0
N-update	common.nouns	neutral	0	0.998	0.002
N-updates	common.nouns	neutral	0	0.998	0.002
N-ups	common.nouns	neutral	0.002	0.998	0
N-urge	common.nouns	neutral	0.002	0.998	0
N-url	common.nouns	neutral	0.002	0.998	0
N-usa	common.nouns	neutral	0.002	0.998	0
N-usb	common.nouns	neutral	0.002	0.998	0
N-use	common.nouns	neutral	0	0.998	0.002
N-user	common.nouns	neutral	0	0.998	0.002
N-username	common.nouns	neutral	0	0.998	0.002
N-users	common.nouns	neutral	0	0.998	0.002
N-vaca	common.nouns	neutral	0.002	0.998	0
N-vacations	common.nouns	neutral	0.002	0.998	0
N-vacay	common.nouns	neutral	0.002	0.998	0
N-vagina	common.nouns	neutral	0.002	0.998	0
N-vampires	common.nouns	neutral	0	0.998	0.002
N-variety	common.nouns	neutral	0	0.998	0.002
N-veg	common.nouns	neutral	0	0.998	0.002
N-veggies	common.nouns	neutral	0	0.998	0.002
N-veronicas	common.nouns	neutral	0	0.998	0.002
N-versions	common.nouns	neutral	0.002	0.998	0
N-vets	common.nouns	negative	0.999	0.001	0
N-vibe	common.nouns	neutral	0	0.998	0.002
N-vibes	common.nouns	neutral	0	0.998	0.002
N-victims	common.nouns	neutral	0.002	0.998	0
N-vid	common.nouns	neutral	0	0.998	0.002
N-video	common.nouns	neutral	0	0.998	0.002
N-videos	common.nouns	neutral	0	0.998	0.002
N-vids	common.nouns	neutral	0	0.998	0.002
N-vines	common.nouns	neutral	0	0.998	0.002
N-vinyl	common.nouns	neutral	0	0.998	0.002
N-vip	common.nouns	neutral	0.001	0.998	0.001
N-visitors	common.nouns	neutral	0	0.998	0.002
N-vitamin	common.nouns	neutral	0	0.998	0.002
N-vlog	common.nouns	neutral	0	0.998	0.002
N-vocals	common.nouns	neutral	0	0.998	0.002
N-vodka	common.nouns	neutral	0	0.998	0.002
N-voicemail	common.nouns	neutral	0.002	0.998	0
N-voices	common.nouns	neutral	0	0.998	0.002
N-volleyball	common.nouns	neutral	0.002	0.998	0
N-vote	common.nouns	neutral	0	0.998	0.002
N-votes	common.nouns	neutral	0.002	0.998	0
N-waaaay	common.nouns	neutral	0.002	0.998	0
N-waaay	common.nouns	neutral	0.002	0.998	0
N-waffles	common.nouns	neutral	0	0.998	0.002
N-wal-mart	common.nouns	neutral	0.002	0.998	0
N-wallpaper	common.nouns	neutral	0	0.998	0.002
N-walls	common.nouns	neutral	0.002	0.998	0
N-warcraft	common.nouns	neutral	0.002	0.998	0
N-wars	common.nouns	neutral	0	0.998	0.002
N-washer	common.nouns	neutral	0.002	0.998	0
N-watch	common.nouns	neutral	0.002	0.998	0
N-watermelon	common.nouns	neutral	0	0.998	0.002
N-way	common.nouns	neutral	0	0.998	0.002
N-wayy	common.nouns	neutral	0.002	0.998	0
N-wayyy	common.nouns	neutral	0.002	0.998	0
N-webcam	common.nouns	neutral	0.002	0.998	0
N-website	common.nouns	neutral	0	0.998	0.002
N-websites	common.nouns	neutral	0	0.998	0.002
N-wedding	common.nouns	neutral	0	0.998	0.002
N-weddings	common.nouns	neutral	0.002	0.998	0
N-wednesday	common.nouns	neutral	0	0.998	0.002
N-weed	common.nouns	neutral	0	0.998	0.002
N-weekend	common.nouns	neutral	0	0.998	0.002
N-weekends	common.nouns	neutral	0.002	0.998	0
N-weeks	common.nouns	neutral	0.002	0.998	0
N-weight	common.nouns	neutral	0.002	0.998	0
N-west	common.nouns	neutral	0	0.998	0.002
N-whales	common.nouns	negative	0.999	0.001	0
N-wheat	common.nouns	neutral	0.002	0.998	0
N-while	common.nouns	neutral	0	0.998	0.002
N-whiskey	common.nouns	neutral	0	0.998	0.002
N-wi-fi	common.nouns	neutral	0.002	0.998	0
N-widget	common.nouns	neutral	0	0.998	0.002
N-wifey	common.nouns	neutral	0.002	0.998	0
N-wifi	common.nouns	neutral	0.002	0.998	0
N-wii	common.nouns	neutral	0.002	0.998	0
N-wiki	common.nouns	neutral	0.002	0.998	0
N-wimbledon	common.nouns	neutral	0.002	0.998	0
N-windows	common.nouns	neutral	0.002	0.998	0
N-winds	common.nouns	neutral	0.002	0.998	0
N-wings	common.nouns	neutral	0	0.998	0.002
N-wink	common.nouns	neutral	0.002	0.998	0
N-withdrawals	common.nouns	negative	0.999	0.001	0
N-wives	common.nouns	neutral	0.002	0.998	0
N-wizards	common.nouns	positive	0	0.001	0.999
N-wk	common.nouns	neutral	0.002	0.998	0
N-wkend	common.nouns	neutral	0.002	0.998	0
N-wknd	common.nouns	neutral	0.002	0.998	0
N-wks	common.nouns	neutral	0.002	0.998	0
N-wolf	common.nouns	neutral	0	0.998	0.002
N-women	common.nouns	neutral	0	0.998	0.002
N-wonderland	common.nouns	neutral	0.001	0.998	0.001
N-woods	common.nouns	neutral	0	0.998	0.002
N-wordpress	common.nouns	neutral	0	0.998	0.002
N-work	common.nouns	neutral	0.002	0.998	0
N-workers	common.nouns	neutral	0.002	0.998	0
N-workout	common.nouns	neutral	0	0.998	0.002
N-works	common.nouns	neutral	0	0.998	0.002
N-worlds	common.nouns	neutral	0	0.998	0.002
N-writers	common.nouns	neutral	0	0.998	0.002
N-wrk	common.nouns	neutral	0.002	0.998	0
N-wwdc	common.nouns	neutral	0	0.998	0.002
N-x	common.nouns	neutral	0.002	0.998	0
N-xbox	common.nouns	neutral	0.002	0.998	0
N-y'all!	common.nouns	neutral	0	0.998	0.002
N-yday	common.nouns	neutral	0.002	0.998	0
N-yest	common.nouns	neutral	0.002	0.998	0
N-yoga	common.nouns	neutral	0	0.998	0.002
N-yogurt	common.nouns	neutral	0	0.998	0.002
N-york	common.nouns	neutral	0.001	0.998	0.001
N-yr	common.nouns	neutral	0.002	0.998	0
N-yrs	common.nouns	neutral	0.002	0.998	0
N-yt	common.nouns	neutral	0.002	0.998	0
N-zero	common.nouns	neutral	0.002	0.998	0
N-zombie	common.nouns	neutral	0.002	0.998	0
N-zombies	common.nouns	neutral	0	0.998	0.002
N-zune	common.nouns	neutral	0.002	0.998	0
O--i	pronouns	neutral	0.002	0.998	0
O-all	pronouns	neutral	0	0.998	0.002
O-any1	pronouns	neutral	0.002	0.998	0
O-both	pronouns	neutral	0	0.998	0.002
O-chu	pronouns	neutral	0	0.998	0.002
O-dat	pronouns	neutral	0.002	0.998	0
O-dey	pronouns	negative	0.999	0.001	0
O-dis	pronouns	negative	0.998	0.002	0
O-eachother	pronouns	neutral	0.002	0.998	0
O-em	pronouns	neutral	0	0.998	0.002
O-every1	pronouns	neutral	0	0.998	0.002
O-he	pronouns	neutral	0	0.998	0.002
O-her	pronouns	neutral	0.001	0.998	0.001
O-hers	pronouns	neutral	0.002	0.998	0
O-herself	pronouns	neutral	0.002	0.998	0
O-him	pronouns	neutral	0.002	0.998	0
O-himself	pronouns	neutral	0.002	0.998	0
O-i	pronouns	neutral	0.002	0.998	0
O-id	pronouns	neutral	0.002	0.998	0
O-ii	pronouns	neutral	0.002	0.998	0
O-it	pronouns	neutral	0	0.998	0.002
O-itself	pronouns	neutral	0.002	0.998	0
O-itt	pronouns	positive	0	0.003	0.997
O-ittt	pronouns	neutral	0	0.868	0.132
O-me	pronouns	neutral	0.002	0.998	0
O-mee	pronouns	neutral	0	0.998	0.002
O-meee	pronouns	neutral	0.002	0.998	0
O-meeee	pronouns	neutral	0.002	0.998	0
O-meeeee	pronouns	neutral	0.002	0.998	0
O-meh	pronouns	neutral	0.002	0.998	0
O-mia	pronouns	neutral	0.002	0.998	0
O-mines	pronouns	negative	0.999	0.001	0
O-myself	pronouns	neutral	0	0.998	0.002
O-no1	pronouns	negative	0.999	0.001	0
O-ours	pronouns	neutral	0.002	0.998	0
O-ourselves	pronouns	neutral	0	0.998	0.002
O-she	pronouns	neutral	0.002	0.998	0
O-some	pronouns	neutral	0.002	0.998	0
O-some1	pronouns	neutral	0.002	0.998	0
O-somethings	pronouns	neutral	0.002	0.998	0
O-sum1	pronouns	negative	0.999	0.001	0
O-that	pronouns	neutral	0	0.998	0.002
O-theirs	pronouns	neutral	0.002	0.998	0
O-them	pronouns	neutral	0	0.998	0.002
O-themselves	pronouns	neutral	0	0.998	0.002
O-these	pronouns	neutral	0	0.998	0.002
O-they	pronouns	neutral	0.002	0.998	0
O-this	pronouns	neutral	0	0.998	0.002
O-those	pronouns	neutral	0	0.998	0.002
